iter	Passed	Remaining
407	13899	190508
408	13930	190430
409	13962	190364
410	13994	190307
411	14024	190216
412	14058	190183
413	14093	190160
414	14124	190086
415	14156	190017
416	14190	189983
417	14221	189911
418	14252	189839
419	14283	189760
420	14318	189742
421	14348	189657
422	14381	189605
423	14412	189533
424	14442	189451
425	14475	189409
426	14508	189361
427	14541	189308
428	14571	189219
429	14605	189197
430	14637	189136
431	14669	189068
432	14700	189000
433	14733	188957
434	14765	188892
435	14797	188834
436	14831	188809
437	14863	188742
438	14893	188668
439	14938	188771
440	14974	188755
441	15006	188700
442	15038	188639
443	15073	188620
444	15110	188621
445	15146	188622
446	15182	188604
447	15216	188574
448	15248	188512
449	15279	188442
450	15310	188373
451	15341	188310
452	15374	188265
453	15409	188235
454	15441	188185
455	15475	188145
456	15508	188098
457	15540	188043
458	15570	187969
459	15601	187901
460	15632	187832
461	15662	187751
462	15693	187678
463	15725	187617
464	15760	187598
465	15794	187572
466	15831	187572
467	15866	187552
468	15898	187493
469	15932	187465
470	15963	187391
471	15993	187312
472	16025	187256
473	16056	187195
474	16088	187139
475	16121	187090
476	16154	187047
477	16184	186973
478	16215	186898
479	16245	186823
480	16279	186788
481	16309	186715
482	16342	186673
483	16375	186629
484	16406	186561
485	16436	186479
486	16472	186474
487	16505	186428
488	16538	186382
489	16569	186317
490	16602	186281
491	16633	186210
492	16664	186153
493	16694	186073
494	16728	186037
495	16763	186016
496	16793	185948
497	16825	185893
498	16855	185818
499	16885	185744
500	16918	185693
501	16949	185638
502	16980	185570
503	17011	185503
504	17042	185446
505	17075	185400
506	17106	185339
507	17138	185283
508	17169	185223
509	17199	185147
510	17232	185103
511	17263	185039
512	17294	184982
513	17325	184917
514	17355	184847
515	17388	184799
516	17420	184746
517	17450	184678
518	17482	184623
519	17513	184563
520	17551	184575
521	17585	184541
522	17616	184488
523	17647	184423
524	17678	184358
525	17710	184313
526	17742	184262
527	17774	184212
528	17805	184142
529	17834	184060
530	17863	183986
531	17894	183921
532	17926	183875
533	17957	183808
534	17988	183752
535	18016	183663
536	18047	183603
537	18078	183538
538	18129	183686
539	18160	183627
540	18196	183609
541	18228	183560
542	18262	183536
543	18294	183481
544	18328	183453
545	18369	183493
546	18401	183444
547	18435	183414
548	18471	183404
549	18502	183345
550	18534	183293
551	18564	183221
552	18596	183169
553	18625	183095
554	18658	183059
555	18688	182990
556	18722	182956
557	18757	182940
558	18788	182872
559	18820	182829
560	18850	182763
561	18884	182726
562	18913	182649
563	18945	182605
564	18978	182562
565	19010	182509
566	19040	182449
567	19071	182388
568	19104	182353
569	19137	182305
570	19167	182243
571	19198	182183
572	19230	182138
573	19260	182071
574	19291	182013
575	19326	181988
576	19359	181953
577	19391	181903
578	19422	181851
579	19454	181801
580	19488	181773
581	19519	181714
582	19550	181650
583	19579	181583
584	19613	181548
585	19642	181473
586	19681	181493
587	19718	181488
588	19752	181462
589	19784	181416
590	19816	181365
591	19849	181331
592	19882	181286
593	19911	181219
594	19943	181166
595	19975	181120
596	20007	181076
597	20036	180998
598	20069	180963
599	20101	180916
600	20132	180853
601	20164	180810
602	20194	180748
603	20226	180696
604	20255	180629
605	20288	180584
606	20319	180530
607	20350	180479
608	20384	180445
609	20414	180387
610	20446	180339
611	20476	180272
612	20507	180219
613	20540	180180
614	20572	180133
615	20603	180078
616	20636	180044
617	20669	180003
618	20699	179945
619	20732	179904
620	20766	179871
621	20797	179822
622	20827	179760
623	20859	179715
624	20894	179694
625	20925	179642
626	20960	179615
627	20989	179543
628	21018	179473
629	21047	179406
630	21078	179349
631	21107	179279
632	21138	179225
633	21170	179184
634	21201	179124
635	21233	179082
636	21262	179010
637	21300	179014
638	21333	178977
639	21367	178951
640	21398	178902
641	21429	178843
642	21462	178811
643	21493	178757
644	21524	178704
645	21556	178660
646	21589	178618
647	21624	178603
648	21655	178546
649	21686	178499
650	21717	178442
651	21749	178402
652	21781	178355
653	21813	178309
654	21845	178266
655	21879	178235
656	21910	178186
657	21943	178152
658	21976	178115
659	22006	178053
660	22039	178019
661	22076	178013
662	22108	177968
663	22138	177912
664	22169	177852
665	22197	177782
666	22230	177740
667	22262	177698
668	22294	177656
669	22324	177596
670	22356	177556
671	22388	177506
672	22418	177446
673	22451	177412
674	22480	177348
675	22511	177296
676	22545	177267
677	22576	177217
678	22612	177204
679	22645	177166
680	22677	177120
681	22710	177088
682	22741	177037
683	22773	176997
684	22808	176976
685	22846	176975
686	22878	176934
687	22910	176891
688	22941	176838
689	22974	176802
690	23006	176757
691	23037	176711
692	23070	176674
693	23100	176612
694	23131	176566
695	23165	176535
696	23195	176476
697	23228	176446
698	23260	176401
699	23289	176334
700	23322	176302
701	23353	176250
702	23386	176210
703	23418	176170
704	23448	176116
705	23478	176059
706	23509	176005
707	23539	175951
708	23568	175879
709	23601	175845
710	23629	175775
711	23659	175720
712	23692	175684
713	23723	175631
714	23759	175624
715	23792	175585
716	23826	175556
717	23857	175509
718	23891	175482
719	23924	175445
720	23960	175429
721	23992	175389
722	24029	175383
723	24060	175334
724	24090	175280
725	24119	175217
726	24151	175175
727	24186	175149
728	24215	175091
729	24249	175058
730	24278	174996
731	24307	174937
732	24336	174871
733	24371	174852
734	24400	174783
735	24430	174733
736	24460	174676
737	24495	174651
738	24525	174596
739	24556	174552
740	24590	174523
741	24622	174481
742	24655	174447
743	24686	174396
744	24715	174337
745	24744	174271
746	24775	174226
747	24811	174207
748	24845	174182
749	24876	174136
750	24908	174093
751	24942	174064
752	24972	174011
753	25007	173988
754	25039	173949
755	25074	173928
756	25105	173881
757	25134	173818
758	25162	173750
759	25195	173718
760	25224	173654
761	25254	173601
762	25288	173575
763	25319	173522
764	25349	173467
765	25379	173414
766	25408	173354
767	25439	173306
768	25473	173280
769	25504	173232
770	25534	173177
771	25563	173118
772	25594	173069
773	25624	173012
774	25658	172991
775	25690	172946
776	25719	172884
777	25752	172855
778	25787	172832
779	25824	172827
780	25860	172813
781	25895	172791
782	25927	172751
783	25959	172708
784	25990	172660
785	26024	172634
786	26054	172581
787	26091	172571
788	26122	172524
789	26153	172481
790	26182	172423
791	26215	172389
792	26252	172381
793	26282	172325
794	26313	172281
795	26346	172244
796	26380	172217
797	26413	172181
798	26444	172136
799	26477	172100
800	26510	172072
801	26542	172026
802	26576	172003
803	26612	171990
804	26644	171945
805	26675	171901
806	26709	171872
807	26746	171867
808	26790	171903
809	26830	171912
810	26862	171871
811	26894	171833
812	26926	171793
813	26959	171759
814	26995	171746
815	27032	171733
816	27063	171689
817	27096	171653
818	27132	171638
819	27169	171629
820	27202	171598
821	27233	171549
822	27265	171510
823	27296	171461
824	27326	171408
825	27354	171349
826	27387	171312
827	27416	171255
828	27448	171211
829	27479	171164
830	27509	171112
831	27537	171051
832	27570	171013
833	27605	170993
834	27642	170985
835	27677	170965
836	27704	170897
837	27737	170858
838	27769	170823
839	27804	170799
840	27840	170785
841	27880	170792
842	27911	170746
843	27944	170712
844	27971	170645
845	28001	170591
846	28034	170559
847	28065	170508
848	28095	170460
849	28128	170422
850	28163	170402
851	28194	170360
852	28228	170329
853	28264	170314
854	28299	170291
855	28328	170233
856	28360	170193
857	28390	170145
858	28421	170099
859	28451	170046
860	28486	170024
861	28522	170009
862	28560	170005
863	28595	169982
864	28633	169979
865	28662	169925
866	28692	169873
867	28727	169850
868	28760	169814
869	28797	169803
870	28834	169793
871	28865	169752
872	28899	169724
873	28932	169689
874	28962	169637
875	29000	169635
876	29033	169600
877	29068	169579
878	29101	169542
879	29137	169528
880	29167	169476
881	29206	169475
882	29241	169454
883	29273	169418
884	29307	169389
885	29337	169333
886	29376	169335
887	29407	169293
888	29437	169238
889	29469	169201
890	29499	169151
891	29532	169114
892	29565	169081
893	29600	169063
894	29632	169018
895	29661	168965
896	29689	168904
897	29723	168874
898	29757	168846
899	29790	168815
900	29822	168776
901	29857	168749
902	29899	168765
903	29929	168719
904	29962	168683
905	29998	168665
906	30036	168664
907	30074	168657
908	30114	168661
909	30151	168649
910	30187	168630
911	30223	168616
912	30257	168588
913	30290	168552
914	30325	168531
915	30360	168508
916	30390	168456
917	30421	168409
918	30451	168363
919	30484	168326
920	30518	168299
921	30550	168261
922	30585	168234
923	30616	168193
924	30651	168170
925	30684	168133
926	30720	168118
927	30753	168086
928	30788	168062
929	30822	168029
930	30857	168010
931	30890	167977
932	30921	167931
933	30952	167885
934	30982	167837
935	31014	167798
936	31047	167761
937	31077	167711
938	31109	167675
939	31139	167621
940	31168	167570
941	31204	167548
942	31237	167517
943	31268	167470
944	31296	167411
945	31328	167371
946	31363	167347
947	31395	167312
948	31429	167281
949	31461	167244
950	31496	167218
951	31528	167179
952	31557	167124
953	31586	167073
954	31617	167028
955	31647	166979
956	31678	166932
957	31715	166922
958	31748	166887
959	31786	166878
960	31820	166849
961	31855	166828
962	31887	166790
963	31919	166748
964	31950	166704
965	31984	166675
966	32014	166629
967	32050	166612
968	32082	166572
969	32111	166517
970	32144	166485
971	32176	166445
972	32212	166424
973	32250	166418
974	32283	166384
975	32318	166362
976	32351	166328
977	32386	166305
978	32428	166313
979	32460	166278
980	32498	166270
981	32530	166231
982	32560	166178
983	32593	166147
984	32623	166100
985	32656	166062
986	32687	166020
987	32718	165974
988	32747	165923
989	32777	165873
990	32808	165830
991	32848	165831
992	32880	165792
993	32909	165739
994	32941	165702
995	32976	165677
996	33005	165625
997	33037	165583
998	33068	165538
999	33097	165489
1000	33133	165466
1001	33165	165430
1002	33195	165382
1003	33224	165329
1004	33256	165291
1005	33288	165249
1006	33321	165216
1007	33351	165169
1008	33384	165135
1009	33414	165088
1010	33446	165048
1011	33483	165034
1012	33516	165003
1013	33550	164972
1014	33584	164946
1015	33620	164925
1016	33651	164883
1017	33683	164845
1018	33713	164797
1019	33743	164747
1020	33774	164704
1021	33807	164668
1022	33840	164638
1023	33873	164605
1024	33902	164551
1025	33936	164522
1026	33973	164509
1027	34003	164461
1028	34034	164416
1029	34067	164382
1030	34098	164338
1031	34129	164296
1032	34163	164268
1033	34196	164236
1034	34232	164215
1035	34264	164179
1036	34296	164141
1037	34333	164127
1038	34368	164103
1039	34403	164076
1040	34437	164051
1041	34473	164028
1042	34506	163996
1043	34554	164033
1044	34592	164026
1045	34622	163975
1046	34653	163932
1047	34684	163889
1048	34716	163854
1049	34746	163804
1050	34774	163745
1051	34806	163708
1052	34837	163668
1053	34869	163626
1054	34900	163584
1055	34930	163536
1056	34963	163507
1057	34996	163469
1058	35025	163420
1059	35059	163389
1060	35092	163356
1061	35125	163322
1062	35155	163277
1063	35185	163227
1064	35216	163187
1065	35251	163160
1066	35283	163126
1067	35315	163085
1068	35346	163044
1069	35380	163013
1070	35419	163006
1071	35451	162970
1072	35483	162932
1073	35511	162878
1074	35541	162828
1075	35573	162792
1076	35602	162742
1077	35636	162709
1078	35670	162682
1079	35699	162633
1080	35728	162580
1081	35763	162555
1082	35794	162511
1083	35827	162477
1084	35855	162425
1085	35886	162379
1086	35923	162365
1087	35954	162321
1088	35985	162281
1089	36019	162254
1090	36054	162227
1091	36085	162185
1092	36116	162143
1093	36149	162111
1094	36184	162087
1095	36218	162057
1096	36251	162026
1097	36280	161974
1098	36309	161920
1099	36338	161872
1100	36369	161831
1101	36405	161810
1102	36441	161787
1103	36472	161748
1104	36504	161708
1105	36536	161672
1106	36570	161643
1107	36601	161603
1108	36630	161552
1109	36660	161506
1110	36692	161465
1111	36721	161417
1112	36755	161387
1113	36790	161363
1114	36823	161328
1115	36855	161291
1116	36884	161242
1117	36914	161195
1118	36946	161156
1119	36975	161106
1120	37005	161061
1121	37039	161034
1122	37072	160998
1123	37103	160959
1124	37134	160914
1125	37166	160878
1126	37199	160846
1127	37232	160814
1128	37261	160760
1129	37290	160713
1130	37322	160675
1131	37354	160636
1132	37391	160621
1133	37424	160587
1134	37454	160542
1135	37486	160506
1136	37518	160470
1137	37552	160439
1138	37582	160391
1139	37611	160343
1140	37643	160308
1141	37674	160265
1142	37704	160221
1143	37741	160205
1144	37776	160178
1145	37807	160139
1146	37842	160111
1147	37872	160068
1148	37902	160022
1149	37934	159985
1150	37965	159944
1151	37999	159912
1152	38034	159889
1153	38063	159841
1154	38094	159798
1155	38125	159756
1156	38154	159707
1157	38183	159658
1158	38215	159620
1159	38249	159593
1160	38281	159556
1161	38313	159517
1162	38343	159471
1163	38374	159432
1164	38408	159403
1165	38439	159360
1166	38471	159323
1167	38501	159278
1168	38533	159244
1169	38565	159205
1170	38599	159175
1171	38628	159130
1172	38660	159092
1173	38692	159053
1174	38723	159013
1175	38752	158962
1176	38783	158923
1177	38811	158871
1178	38842	158829
1179	38871	158781
1180	38903	158745
1181	38933	158699
1182	38963	158652
1183	38998	158627
1184	39027	158580
1185	39058	158538
1186	39091	158504
1187	39120	158457
1188	39152	158419
1189	39180	158369
1190	39209	158317
1191	39239	158273
1192	39273	158246
1193	39305	158211
1194	39337	158173
1195	39368	158133
1196	39399	158093
1197	39428	158044
1198	39458	157999
1199	39489	157957
1200	39522	157925
1201	39558	157905
1202	39597	157895
1203	39636	157887
1204	39676	157884
1205	39712	157861
1206	39745	157828
1207	39781	157806
1208	39813	157770
1209	39842	157724
1210	39872	157677
1211	39901	157632
1212	39932	157589
1213	39965	157557
1214	40005	157550
1215	40042	157534
1216	40080	157523
1217	40110	157478
1218	40142	157442
1219	40174	157403
1220	40206	157369
1221	40240	157339
1222	40276	157317
1223	40312	157296
1224	40357	157311
1225	40392	157286
1226	40423	157244
1227	40456	157214
1228	40490	157185
1229	40521	157145
1230	40553	157109
1231	40593	157100
1232	40628	157076
1233	40663	157053
1234	40699	157029
1235	40730	156990
1236	40765	156964
1237	40797	156929
1238	40829	156890
1239	40861	156854
1240	40891	156813
1241	40920	156764
1242	40955	156738
1243	40989	156708
1244	41028	156698
1245	41068	156692
1246	41102	156665
1247	41134	156626
1248	41168	156599
1249	41202	156570
1250	41236	156539
1251	41278	156542
1252	41316	156528
1253	41352	156506
1254	41406	156551
1255	41441	156526
1256	41474	156495
1257	41508	156464
1258	41544	156442
1259	41576	156406
1260	41611	156383
1261	41648	156363
1262	41681	156329
1263	41711	156287
1264	41743	156249
1265	41778	156223
1266	41809	156185
1267	41845	156163
1268	41883	156147
1269	41919	156124
1270	41956	156105
1271	41989	156072
1272	42020	156032
1273	42053	155998
1274	42085	155965
1275	42120	155940
1276	42156	155915
1277	42199	155918
1278	42231	155884
1279	42264	155849
1280	42299	155825
1281	42333	155795
1282	42363	155749
1283	42394	155710
1284	42428	155682
1285	42462	155653
1286	42500	155637
1287	42538	155621
1288	42577	155611
1289	42617	155604
1290	42649	155568
1291	42679	155523
1292	42710	155481
1293	42740	155439
1294	42772	155401
1295	42803	155361
1296	42833	155317
1297	42863	155274
1298	42894	155233
1299	42931	155213
1300	42964	155180
1301	42996	155145
1302	43030	155114
1303	43061	155075
1304	43092	155032
1305	43122	154990
1306	43156	154959
1307	43191	154936
1308	43221	154891
1309	43254	154859
1310	43285	154817
1311	43316	154776
1312	43348	154742
1313	43381	154708
1314	43417	154684
1315	43455	154670
1316	43485	154626
1317	43518	154592
1318	43550	154557
1319	43582	154521
1320	43614	154483
1321	43644	154437
1322	43674	154395
1323	43706	154358
1324	43739	154327
1325	43771	154288
1326	43803	154253
1327	43841	154237
1328	43873	154199
1329	43905	154163
1330	43939	154133
1331	43975	154112
1332	44015	154104
1333	44053	154088
1334	44093	154080
1335	44130	154058
1336	44165	154034
1337	44198	154002
1338	44232	153972
1339	44264	153935
1340	44302	153917
1341	44341	153905
1342	44395	153946
1343	44439	153950
1344	44471	153915
1345	44502	153872
1346	44536	153842
1347	44567	153803
1348	44600	153772
1349	44634	153742
1350	44669	153714
1351	44704	153687
1352	44734	153645
1353	44763	153597
1354	44795	153559
1355	44827	153524
1356	44857	153482
1357	44890	153447
1358	44921	153408
1359	44954	153373
1360	44985	153332
1361	45019	153303
1362	45048	153257
1363	45082	153228
1364	45115	153193
1365	45145	153152
1366	45176	153112
1367	45207	153069
1368	45253	153082
1369	45284	153041
1370	45315	153000
1371	45347	152965
1372	45378	152925
1373	45408	152881
1374	45442	152850
1375	45473	152810
1376	45508	152785
1377	45539	152746
1378	45571	152707
1379	45600	152663
1380	45633	152629
1381	45667	152598
1382	45697	152555
1383	45730	152524
1384	45768	152506
1385	45799	152468
1386	45834	152439
1387	45867	152405
1388	45898	152366
1389	45929	152326
1390	45964	152300
1391	45996	152265
1392	46027	152225
1393	46059	152189
1394	46091	152150
1395	46123	152114
1396	46154	152076
1397	46189	152048
1398	46219	152005
1399	46253	151976
1400	46284	151936
1401	46317	151903
1402	46352	151875
1403	46383	151837
1404	46415	151801
1405	46449	151770
1406	46479	151727
1407	46519	151715
1408	46548	151671
1409	46579	151630
1410	46607	151580
1411	46637	151537
1412	46673	151515
1413	46710	151495
1414	46740	151453
1415	46771	151411
1416	46802	151374
1417	46832	151329
1418	46863	151290
1419	46892	151244
1420	46926	151213
1421	46956	151173
1422	46988	151135
1423	47020	151099
1424	47053	151065
1425	47089	151042
1426	47122	151010
1427	47151	150965
1428	47184	150930
1429	47220	150906
1430	47251	150867
1431	47282	150827
1432	47312	150786
1433	47342	150744
1434	47373	150703
1435	47402	150658
1436	47432	150615
1437	47461	150570
1438	47492	150529
1439	47524	150493
1440	47559	150466
1441	47589	150426
1442	47617	150377
1443	47656	150361
1444	47690	150331
1445	47721	150294
1446	47753	150257
1447	47784	150216
1448	47815	150177
1449	47844	150133
1450	47876	150095
1451	47906	150054
1452	47937	150016
1453	47970	149983
1454	48002	149945
1455	48037	149919
1456	48068	149878
1457	48098	149838
1458	48134	149813
1459	48164	149771
1460	48196	149734
1461	48232	149712
1462	48262	149668
1463	48291	149624
1464	48327	149600
1465	48362	149572
1466	48395	149540
1467	48426	149502
1468	48457	149461
1469	48492	149434
1470	48526	149405
1471	48556	149362
1472	48584	149317
1473	48618	149284
1474	48651	149252
1475	48686	149227
1476	48718	149189
1477	48749	149152
1478	48781	149113
1479	48810	149068
1480	48841	149031
1481	48876	149003
1482	48908	148967
1483	48942	148938
1484	48973	148897
1485	49002	148854
1486	49034	148818
1487	49068	148788
1488	49099	148749
1489	49131	148712
1490	49164	148680
1491	49198	148651
1492	49233	148622
1493	49263	148582
1494	49295	148545
1495	49329	148515
1496	49360	148477
1497	49393	148444
1498	49425	148408
1499	49455	148367
1500	49487	148329
1501	49517	148288
1502	49550	148254
1503	49580	148213
1504	49612	148178
1505	49649	148156
1506	49684	148131
1507	49714	148087
1508	49742	148041
1509	49772	147998
1510	49803	147960
1511	49839	147934
1512	49869	147894
1513	49903	147865
1514	49933	147823
1515	49966	147790
1516	49997	147750
1517	50030	147718
1518	50060	147676
1519	50092	147641
1520	50126	147611
1521	50156	147569
1522	50191	147541
1523	50223	147505
1524	50255	147470
1525	50288	147437
1526	50320	147402
1527	50352	147367
1528	50381	147321
1529	50413	147286
1530	50442	147241
1531	50476	147212
1532	50510	147183
1533	50540	147140
1534	50571	147101
1535	50604	147067
1536	50639	147043
1537	50671	147006
1538	50706	146978
1539	50741	146953
1540	50769	146906
1541	50800	146866
1542	50833	146833
1543	50868	146805
1544	50903	146778
1545	50937	146750
1546	50978	146739
1547	51011	146707
1548	51049	146689
1549	51082	146656
1550	51118	146632
1551	51153	146605
1552	51185	146569
1553	51222	146546
1554	51253	146510
1555	51283	146466
1556	51312	146422
1557	51344	146387
1558	51376	146350
1559	51412	146329
1560	51444	146291
1561	51478	146262
1562	51510	146226
1563	51551	146216
1564	51584	146182
1565	51622	146165
1566	51651	146120
1567	51682	146083
1568	51714	146047
1569	51746	146010
1570	51776	145969
1571	51805	145925
1572	51838	145892
1573	51872	145861
1574	51905	145829
1575	51937	145794
1576	51971	145764
1577	52000	145720
1578	52034	145689
1579	52074	145677
1580	52107	145644
1581	52140	145610
1582	52175	145583
1583	52207	145547
1584	52241	145517
1585	52270	145475
1586	52307	145453
1587	52344	145430
1588	52376	145395
1589	52407	145357
1590	52447	145342
1591	52477	145301
1592	52512	145273
1593	52543	145235
1594	52577	145206
1595	52611	145175
1596	52643	145140
1597	52676	145108
1598	52705	145063
1599	52741	145039
1600	52772	145000
1601	52810	144980
1602	52838	144935
1603	52869	144897
1604	52899	144856
1605	52930	144817
1606	52959	144774
1607	52989	144733
1608	53025	144707
1609	53059	144677
1610	53102	144671
1611	53144	144663
1612	53190	144666
1613	53225	144639
1614	53262	144616
1615	53297	144590
1616	53333	144565
1617	53365	144528
1618	53399	144497
1619	53433	144467
1620	53465	144432
1621	53496	144393
1622	53526	144353
1623	53556	144312
1624	53591	144285
1625	53622	144246
1626	53654	144210
1627	53686	144175
1628	53720	144146
1629	53756	144119
1630	53789	144086
1631	53821	144052
1632	53855	144021
1633	53888	143987
1634	53920	143951
1635	53952	143916
1636	53991	143901
1637	54028	143877
1638	54078	143890
1639	54127	143900
1640	54171	143895
1641	54208	143873
1642	54246	143855
1643	54285	143837
1644	54322	143814
1645	54366	143810
1646	54413	143813
1647	54453	143800
1648	54494	143786
1649	54538	143782
1650	54584	143783
1651	54625	143772
1652	54662	143750
1653	54699	143727
1654	54744	143725
1655	54780	143699
1656	54820	143684
1657	54857	143662
1658	54894	143638
1659	54931	143615
1660	54966	143588
1661	55004	143567
1662	55041	143546
1663	55081	143530
1664	55128	143532
1665	55167	143513
1666	55202	143486
