iter	Passed	Remaining
1667	55235	143453
1668	55272	143429
1669	55305	143397
1670	55345	143382
1671	55380	143353
1672	55422	143342
1673	55470	143349
1674	55505	143321
1675	55540	143291
1676	55580	143277
1677	55616	143251
1678	55659	143242
1679	55693	143210
1680	55726	143179
1681	55764	143158
1682	55796	143120
1683	55830	143091
1684	55863	143056
1685	55897	143025
1686	55927	142985
1687	55962	142956
1688	55993	142918
1689	56029	142892
1690	56060	142853
1691	56094	142823
1692	56133	142802
1693	56168	142774
1694	56207	142757
1695	56241	142726
1696	56271	142684
1697	56305	142655
1698	56338	142620
1699	56367	142577
1700	56400	142544
1701	56432	142506
1702	56463	142468
1703	56495	142433
1704	56526	142393
1705	56559	142360
1706	56589	142319
1707	56618	142275
1708	56648	142235
1709	56680	142199
1710	56710	142157
1711	56742	142121
1712	56772	142081
1713	56803	142041
1714	56835	142006
1715	56867	141968
1716	56899	141932
1717	56927	141888
1718	56960	141854
1719	56990	141812
1720	57022	141777
1721	57052	141735
1722	57083	141697
1723	57116	141665
1724	57151	141637
1725	57183	141600
1726	57214	141561
1727	57248	141530
1728	57279	141492
1729	57308	141448
1730	57337	141407
1731	57369	141369
1732	57400	141331
1733	57435	141303
1734	57462	141254
1735	57492	141213
1736	57527	141186
1737	57557	141145
1738	57591	141113
1739	57621	141072
1740	57653	141036
1741	57686	141004
1742	57719	140970
1743	57752	140937
1744	57782	140897
1745	57813	140857
1746	57843	140818
1747	57875	140782
1748	57910	140752
1749	57944	140723
1750	57978	140690
1751	58009	140653
1752	58051	140641
1753	58087	140616
1754	58121	140585
1755	58156	140556
1756	58194	140533
1757	58230	140508
1758	58266	140481
1759	58303	140459
1760	58334	140420
1761	58368	140388
1762	58398	140347
1763	58428	140307
1764	58457	140265
1765	58488	140225
1766	58521	140192
1767	58549	140148
1768	58579	140107
1769	58609	140066
1770	58638	140024
1771	58672	139991
1772	58705	139960
1773	58737	139923
1774	58772	139894
1775	58802	139855
1776	58837	139826
1777	58867	139786
1778	58903	139759
1779	58942	139740
1780	58972	139700
1781	59009	139675
1782	59037	139631
1783	59070	139597
1784	59099	139555
1785	59131	139517
1786	59162	139480
1787	59195	139448
1788	59228	139414
1789	59262	139383
1790	59294	139347
1791	59322	139301
1792	59350	139257
1793	59379	139214
1794	59414	139186
1795	59446	139150
1796	59483	139126
1797	59519	139099
1798	59549	139059
1799	59585	139032
1800	59619	139001
1801	59648	138959
1802	59678	138917
1803	59709	138881
1804	59742	138847
1805	59772	138807
1806	59799	138761
1807	59830	138722
1808	59865	138693
1809	59899	138661
1810	59930	138623
1811	59963	138590
1812	59992	138549
1813	60023	138511
1814	60053	138470
1815	60085	138435
1816	60116	138397
1817	60143	138350
1818	60173	138310
1819	60210	138285
1820	60250	138269
1821	60288	138246
1822	60328	138230
1823	60364	138202
1824	60405	138187
1825	60442	138164
1826	60480	138141
1827	60518	138120
1828	60575	138141
1829	60619	138132
1830	60659	138115
1831	60696	138090
1832	60733	138067
1833	60772	138045
1834	60809	138023
1835	60847	138000
1836	60881	137968
1837	60918	137945
1838	60956	137922
1839	60989	137889
1840	61023	137858
1841	61055	137822
1842	61089	137790
1843	61125	137763
1844	61160	137735
1845	61191	137697
1846	61225	137666
1847	61258	137631
1848	61291	137600
1849	61326	137570
1850	61360	137538
1851	61393	137505
1852	61429	137479
1853	61470	137462
1854	61514	137454
1855	61553	137433
1856	61593	137416
1857	61631	137393
1858	61667	137367
1859	61702	137338
1860	61739	137313
1861	61774	137284
1862	61808	137251
1863	61840	137217
1864	61871	137178
1865	61907	137150
1866	61937	137112
1867	61970	137078
1868	62004	137047
1869	62038	137015
1870	62070	136979
1871	62100	136939
1872	62137	136914
1873	62175	136891
1874	62208	136859
1875	62242	136826
1876	62271	136784
1877	62303	136748
1878	62334	136711
1879	62362	136667
1880	62394	136631
1881	62425	136593
1882	62459	136562
1883	62492	136527
1884	62523	136490
1885	62552	136448
1886	62587	136419
1887	62622	136389
1888	62654	136354
1889	62690	136327
1890	62722	136291
1891	62753	136252
1892	62786	136219
1893	62819	136186
1894	62850	136148
1895	62893	136136
1896	62937	136125
1897	62977	136109
1898	63029	136116
1899	63084	136129
1900	63133	136130
1901	63186	136140
1902	63234	136138
1903	63278	136127
1904	63316	136106
1905	63363	136102
1906	63410	136097
1907	63458	136096
1908	63504	136091
1909	63542	136066
1910	63580	136044
1911	63617	136019
1912	63659	136003
1913	63695	135977
1914	63737	135962
1915	63773	135935
1916	63807	135903
1917	63843	135876
1918	63880	135850
1919	63923	135836
1920	63964	135820
1921	64000	135792
1922	64040	135773
1923	64085	135764
1924	64122	135739
1925	64157	135709
1926	64189	135674
1927	64222	135639
1928	64253	135601
1929	64282	135559
1930	64314	135523
1931	64345	135486
1932	64377	135449
1933	64412	135419
1934	64449	135393
1935	64482	135359
1936	64519	135333
1937	64550	135296
1938	64579	135254
1939	64612	135220
1940	64644	135184
1941	64680	135156
1942	64715	135126
1943	64748	135093
1944	64781	135057
1945	64810	135016
1946	64846	134988
1947	64884	134964
1948	64914	134924
1949	64943	134883
1950	64975	134846
1951	65005	134807
1952	65034	134764
1953	65067	134730
1954	65096	134688
1955	65129	134653
1956	65158	134611
1957	65187	134569
1958	65216	134528
1959	65246	134488
1960	65277	134448
1961	65314	134423
1962	65342	134380
1963	65373	134341
1964	65402	134300
1965	65435	134265
1966	65465	134225
1967	65495	134185
1968	65526	134148
1969	65557	134110
1970	65592	134079
1971	65623	134042
1972	65653	134002
1973	65682	133960
1974	65718	133932
1975	65747	133890
1976	65778	133853
1977	65808	133812
1978	65839	133775
1979	65871	133738
1980	65898	133693
1981	65931	133659
1982	65959	133615
1983	65988	133574
1984	66022	133541
1985	66053	133503
1986	66087	133472
1987	66119	133436
1988	66154	133406
1989	66189	133376
1990	66220	133338
1991	66252	133302
1992	66283	133264
1993	66313	133226
1994	66345	133189
1995	66375	133149
1996	66405	133109
1997	66434	133069
1998	66465	133031
1999	66496	132992
2000	66531	132963
2001	66564	132930
2002	66597	132895
2003	66632	132865
2004	66665	132831
2005	66697	132796
2006	66728	132757
2007	66763	132728
2008	66791	132686
2009	66826	132655
2010	66856	132616
2011	66892	132588
2012	66923	132550
2013	66954	132513
2014	66987	132479
2015	67018	132441
2016	67048	132402
2017	67080	132366
2018	67113	132331
2019	67144	132295
2020	67174	132254
2021	67211	132228
2022	67242	132190
2023	67273	132154
2024	67303	132115
2025	67335	132079
2026	67365	132038
2027	67399	132007
2028	67429	131968
2029	67462	131933
2030	67495	131899
2031	67525	131860
2032	67554	131819
2033	67584	131779
2034	67615	131741
2035	67645	131702
2036	67677	131667
2037	67710	131632
2038	67741	131596
2039	67778	131570
2040	67808	131531
2041	67842	131499
2042	67875	131464
2043	67907	131429
2044	67937	131390
2045	67969	131354
2046	68000	131317
2047	68033	131283
2048	68068	131253
2049	68100	131218
2050	68134	131185
2051	68167	131152
2052	68202	131123
2053	68237	131092
2054	68270	131058
2055	68304	131028
2056	68336	130991
2057	68366	130953
2058	68399	130919
2059	68430	130882
2060	68461	130843
2061	68491	130804
2062	68522	130766
2063	68552	130727
2064	68584	130693
2065	68614	130654
2066	68643	130611
2067	68674	130573
2068	68708	130542
2069	68737	130502
2070	68769	130465
2071	68804	130436
2072	68834	130396
2073	68864	130358
2074	68902	130334
2075	68940	130308
2076	68976	130281
2077	69006	130242
2078	69035	130201
2079	69065	130161
2080	69101	130134
2081	69134	130100
2082	69162	130057
2083	69193	130019
2084	69221	129977
2085	69251	129937
2086	69283	129902
2087	69312	129862
2088	69342	129822
2089	69372	129782
2090	69406	129750
2091	69438	129716
2092	69468	129677
2093	69499	129639
2094	69531	129603
2095	69562	129566
2096	69594	129530
2097	69626	129496
2098	69657	129457
2099	69692	129428
2100	69722	129388
2101	69751	129349
2102	69782	129311
2103	69813	129275
2104	69848	129244
2105	69881	129210
2106	69915	129180
2107	69949	129147
2108	69980	129110
2109	70011	129073
2110	70042	129035
2111	70076	129004
2112	70106	128965
2113	70138	128930
2114	70170	128894
2115	70200	128855
2116	70231	128818
2117	70260	128778
2118	70290	128739
2119	70320	128700
2120	70377	128709
2121	70418	128691
2122	70451	128657
2123	70485	128626
2124	70517	128591
2125	70544	128547
2126	70575	128508
2127	70605	128470
2128	70644	128447
2129	70675	128410
2130	70710	128380
2131	70741	128342
2132	70777	128315
2133	70813	128288
2134	70844	128250
2135	70878	128218
2136	70909	128180
2137	70938	128139
2138	70969	128102
2139	70998	128063
2140	71040	128044
2141	71076	128017
2142	71108	127982
2143	71139	127944
2144	71168	127904
2145	71200	127868
2146	71232	127833
2147	71265	127799
2148	71298	127766
2149	71330	127730
2150	71359	127691
2151	71392	127656
2152	71424	127621
2153	71454	127583
2154	71488	127552
2155	71524	127523
2156	71554	127484
2157	71586	127449
2158	71617	127411
2159	71654	127386
2160	71685	127348
2161	71715	127310
2162	71750	127279
2163	71785	127249
2164	71819	127218
2165	71851	127182
2166	71881	127145
2167	71913	127108
2168	71943	127070
2169	71975	127034
2170	72007	126999
2171	72038	126963
2172	72071	126928
2173	72099	126887
2174	72136	126860
2175	72168	126824
2176	72201	126792
2177	72237	126764
2178	72268	126726
2179	72300	126691
2180	72337	126665
2181	72371	126633
2182	72400	126593
2183	72431	126555
2184	72464	126523
2185	72498	126491
2186	72530	126456
2187	72560	126417
2188	72592	126382
2189	72621	126341
2190	72650	126301
2191	72684	126268
2192	72719	126239
2193	72750	126201
2194	72781	126165
2195	72813	126131
2196	72843	126091
2197	72878	126061
2198	72911	126028
2199	72947	126000
2200	72975	125958
2201	73006	125921
2202	73034	125879
2203	73064	125840
2204	73097	125806
2205	73131	125776
2206	73165	125743
2207	73200	125713
2208	73230	125675
2209	73260	125636
2210	73289	125596
2211	73324	125566
2212	73354	125528
2213	73385	125490
2214	73418	125458
2215	73446	125416
2216	73477	125379
2217	73510	125345
2218	73542	125310
2219	73573	125272
2220	73610	125246
2221	73641	125210
2222	73669	125168
2223	73702	125135
2224	73731	125094
2225	73762	125058
2226	73796	125026
2227	73835	125002
2228	73868	124969
2229	73903	124940
2230	73934	124902
2231	73965	124867
2232	74003	124841
2233	74033	124803
2234	74067	124771
2235	74102	124741
2236	74137	124711
2237	74174	124684
2238	74208	124652
2239	74237	124613
2240	74266	124573
2241	74296	124534
2242	74330	124503
2243	74360	124464
2244	74391	124428
2245	74422	124390
2246	74457	124361
2247	74496	124337
2248	74541	124324
2249	74584	124306
2250	74621	124280
2251	74655	124248
2252	74692	124221
2253	74728	124193
2254	74767	124170
2255	74801	124139
2256	74834	124104
2257	74865	124068
2258	74899	124037
2259	74933	124004
2260	74968	123975
2261	75007	123951
2262	75036	123911
2263	75069	123877
2264	75097	123836
2265	75126	123795
2266	75154	123755
2267	75186	123718
2268	75218	123684
2269	75251	123651
2270	75285	123619
2271	75317	123584
2272	75355	123559
2273	75384	123518
2274	75419	123488
2275	75453	123457
2276	75485	123422
2277	75518	123389
2278	75552	123356
2279	75582	123319
2280	75617	123288
2281	75648	123252
2282	75679	123215
2283	75710	123178
2284	75743	123144
2285	75777	123113
2286	75806	123073
2287	75842	123045
2288	75877	123014
2289	75909	122979
2290	75949	122957
2291	75983	122926
2292	76020	122899
2293	76049	122859
2294	76082	122825
2295	76115	122792
2296	76145	122754
2297	76174	122714
2298	76204	122675
2299	76236	122641
2300	76267	122604
2301	76297	122566
2302	76329	122532
2303	76361	122496
2304	76393	122461
2305	76421	122420
2306	76450	122381
2307	76486	122351
2308	76517	122315
2309	76552	122285
2310	76581	122244
2311	76611	122207
2312	76642	122170
2313	76675	122137
2314	76707	122102
2315	76739	122066
2316	76771	122033
2317	76806	122002
2318	76837	121965
2319	76867	121928
2320	76901	121895
2321	76930	121856
2322	76962	121820
2323	76993	121785
2324	77025	121749
2325	77057	121715
2326	77092	121684
2327	77122	121646
2328	77153	121610
2329	77185	121574
2330	77214	121536
2331	77251	121509
2332	77288	121481
2333	77318	121443
2334	77349	121406
2335	77380	121371
2336	77414	121338
2337	77444	121301
2338	77476	121266
2339	77507	121229
2340	77541	121197
2341	77573	121162
2342	77603	121124
2343	77635	121090
2344	77665	121051
2345	77697	121017
2346	77733	120988
2347	77767	120957
2348	77799	120922
2349	77835	120893
2350	77868	120860
2351	77898	120822
2352	77931	120788
2353	77962	120753
2354	77994	120718
2355	78030	120688
2356	78060	120651
2357	78095	120620
2358	78137	120601
2359	78168	120564
2360	78200	120530
2361	78235	120500
2362	78268	120467
2363	78298	120429
2364	78333	120398
2365	78364	120361
2366	78394	120323
2367	78421	120282
2368	78452	120244
2369	78485	120211
2370	78526	120191
2371	78561	120161
2372	78598	120133
2373	78633	120103
2374	78662	120063
2375	78695	120029
2376	78725	119993
2377	78755	119954
2378	78787	119920
2379	78821	119887
2380	78850	119848
2381	78879	119808
2382	78909	119771
2383	78939	119734
2384	78975	119705
2385	79007	119670
2386	79041	119638
2387	79073	119604
2388	79105	119568
2389	79136	119532
2390	79168	119497
2391	79204	119469
2392	79240	119440
2393	79274	119407
2394	79312	119383
2395	79350	119356
2396	79384	119325
2397	79418	119294
2398	79454	119264
2399	79489	119233
2400	79521	119199
2401	79559	119173
2402	79591	119138
2403	79624	119105
2404	79654	119067
2405	79684	119030
2406	79717	118996
2407	79749	118961
2408	79783	118929
2409	79812	118891
2410	79844	118856
2411	79878	118823
2412	79912	118791
2413	79950	118767
2414	79981	118730
2415	80013	118695
2416	80047	118663
2417	80079	118629
2418	80111	118594
2419	80145	118562
2420	80186	118540
2421	80238	118535
2422	80276	118509
2423	80318	118489
2424	80354	118460
2425	80388	118429
2426	80423	118398
2427	80459	118369
2428	80490	118333
2429	80521	118297
2430	80555	118265
2431	80587	118230
2432	80617	118192
2433	80650	118159
2434	80687	118131
2435	80720	118098
2436	80753	118064
2437	80785	118029
2438	80821	118001
2439	80851	117963
2440	80884	117930
2441	80915	117894
2442	80948	117860
2443	80983	117830
2444	81018	117800
2445	81051	117766
2446	81087	117736
2447	81120	117704
2448	81154	117671
2449	81189	117641
2450	81220	117605
2451	81249	117566
2452	81282	117532
2453	81315	117499
2454	81345	117462
2455	81381	117432
2456	81420	117409
2457	81453	117374
2458	81483	117337
2459	81515	117302
2460	81550	117272
2461	81585	117241
2462	81618	117208
2463	81650	117173
2464	81684	117141
2465	81715	117106
2466	81747	117071
2467	81788	117048
2468	81823	117018
2469	81870	117005
2470	81903	116971
2471	81934	116936
2472	81964	116897
2473	81993	116858
2474	82026	116825
2475	82057	116788
2476	82091	116758
2477	82123	116722
2478	82156	116689
2479	82187	116652
2480	82215	116612
2481	82248	116579
2482	82278	116541
2483	82312	116509
2484	82346	116477
2485	82376	116441
2486	82407	116404
2487	82439	116369
2488	82466	116328
2489	82497	116292
2490	82530	116258
2491	82563	116225
2492	82596	116191
2493	82625	116152
2494	82662	116125
2495	82694	116090
2496	82732	116063
2497	82769	116036
2498	82803	116004
2499	82836	115970
2500	82875	115946
2501	82906	115909
2502	82937	115874
2503	82965	115834
2504	82995	115795
2505	83029	115763
2506	83062	115731
2507	83092	115693
2508	83125	115659
2509	83158	115626
2510	83191	115593
2511	83225	115562
2512	83256	115525
2513	83289	115492
2514	83323	115460
2515	83358	115430
2516	83393	115398
2517	83423	115361
2518	83455	115326
2519	83486	115290
2520	83519	115257
2521	83553	115225
2522	83598	115208
2523	83640	115187
2524	83677	115159
2525	83710	115127
2526	83746	115097
2527	83778	115062
2528	83810	115027
2529	83845	114997
2530	83882	114969
2531	83914	114935
2532	83946	114900
2533	83979	114867
2534	84009	114829
2535	84039	114791
2536	84075	114762
2537	84103	114722
2538	84130	114681
2539	84161	114645
2540	84195	114612
2541	84226	114577
2542	84257	114541
2543	84289	114506
2544	84320	114470
2545	84353	114436
2546	84387	114404
2547	84418	114369
2548	84451	114336
2549	84480	114297
2550	84512	114263
2551	84544	114228
2552	84575	114192
2553	84613	114164
2554	84644	114128
2555	84676	114094
2556	84704	114054
2557	84742	114027
2558	84774	113992
2559	84805	113956
2560	84838	113923
2561	84866	113883
2562	84901	113852
2563	84930	113814
2564	84960	113777
2565	84989	113738
2566	85019	113701
2567	85052	113667
2568	85080	113628
2569	85110	113591
2570	85145	113560
2571	85175	113523
2572	85206	113486
2573	85238	113453
2574	85267	113414
2575	85304	113385
2576	85337	113352
2577	85365	113312
2578	85399	113281
2579	85429	113244
2580	85461	113208
2581	85491	113171
2582	85526	113140
2583	85558	113107
2584	85589	113070
2585	85623	113039
2586	85660	113010
2587	85699	112985
2588	85735	112956
2589	85767	112922
2590	85801	112889
2591	85836	112859
2592	85865	112821
2593	85897	112785
2594	85930	112753
2595	85980	112741
2596	86017	112713
2597	86050	112680
2598	86081	112645
2599	86117	112615
2600	86146	112576
2601	86179	112543
2602	86217	112516
2603	86248	112481
2604	86280	112446
2605	86314	112414
2606	86346	112379
2607	86381	112348
2608	86413	112314
2609	86449	112284
2610	86487	112257
2611	86523	112228
2612	86560	112200
2613	86596	112170
2614	86632	112142
2615	86663	112105
2616	86699	112076
2617	86731	112042
2618	86771	112017
2619	86801	111980
2620	86835	111948
2621	86867	111914
2622	86901	111881
2623	86940	111855
2624	86972	111821
2625	87003	111785
2626	87039	111756
2627	87074	111725
2628	87108	111693
2629	87145	111665
2630	87179	111633
2631	87212	111600
2632	87243	111564
2633	87281	111536
2634	87321	111513
2635	87358	111484
2636	87391	111451
2637	87421	111414
2638	87454	111381
2639	87482	111341
2640	87512	111304
2641	87541	111266
2642	87574	111232
2643	87606	111197
2644	87637	111161
2645	87675	111135
2646	87709	111103
2647	87743	111071
2648	87777	111038
2649	87814	111011
2650	87862	110996
2651	87905	110975
2652	87946	110951
2653	87976	110915
2654	88009	110881
2655	88042	110848
2656	88071	110809
2657	88099	110770
2658	88132	110737
2659	88163	110701
2660	88196	110667
2661	88230	110635
2662	88264	110603
2663	88293	110565
2664	88324	110529
2665	88355	110494
2666	88388	110461
2667	88424	110430
2668	88459	110400
2669	88490	110364
2670	88526	110334
2671	88556	110297
2672	88586	110261
2673	88619	110227
2674	88651	110192
2675	88685	110160
2676	88719	110129
2677	88750	110092
2678	88782	110057
2679	88813	110022
2680	88845	109988
2681	88883	109961
2682	88924	109937
2683	88963	109911
2684	88995	109877
2685	89033	109850
2686	89063	109812
2687	89101	109785
2688	89135	109754
2689	89178	109732
2690	89209	109696
2691	89246	109668
2692	89282	109639
2693	89313	109603
2694	89343	109566
2695	89388	109547
2696	89417	109509
2697	89447	109472
2698	89479	109437
2699	89507	109398
2700	89538	109362
2701	89569	109326
2702	89602	109293
2703	89636	109260
2704	89666	109223
2705	89696	109186
2706	89729	109153
2707	89765	109123
2708	89808	109102
2709	89839	109066
2710	89870	109031
2711	89903	108997
2712	89933	108961
2713	89967	108929
2714	90000	108895
2715	90030	108858
2716	90062	108824
2717	90104	108801
2718	90137	108768
2719	90168	108732
2720	90198	108695
2721	90230	108661
2722	90261	108624
2723	90291	108588
2724	90320	108549
2725	90359	108524
2726	90391	108489
2727	90425	108457
2728	90455	108420
2729	90488	108387
2730	90522	108354
2731	90553	108319
2732	90583	108282
2733	90614	108246
2734	90647	108213
2735	90678	108177
2736	90710	108143
2737	90743	108109
2738	90772	108072
2739	90802	108035
2740	90834	108000
2741	90884	107986
2742	90919	107956
2743	90954	107925
2744	90989	107895
2745	91020	107858
2746	91054	107826
2747	91088	107795
2748	91120	107760
2749	91154	107728
2750	91188	107695
2751	91222	107663
2752	91259	107635
2753	91289	107598
2754	91321	107564
2755	91356	107532
2756	91386	107496
2757	91419	107462
2758	91455	107433
2759	91492	107403
2760	91525	107371
2761	91557	107336
2762	91592	107305
2763	91627	107274
2764	91660	107241
2765	91690	107204
2766	91723	107171
2767	91752	107132
2768	91785	107099
2769	91819	107067
2770	91852	107033
2771	91882	106997
2772	91910	106958
2773	91945	106926
2774	91984	106900
2775	92012	106862
2776	92047	106830
2777	92077	106793
2778	92115	106766
2779	92144	106729
2780	92177	106694
2781	92212	106664
2782	92240	106625
2783	92270	106587
2784	92311	106564
2785	92350	106537
2786	92386	106507
2787	92420	106475
2788	92452	106441
2789	92489	106412
2790	92521	106378
2791	92564	106356
2792	92595	106320
2793	92625	106284
2794	92657	106248
2795	92687	106212
2796	92721	106180
2797	92756	106150
2798	92792	106119
2799	92823	106084
2800	92860	106054
2801	92893	106021
2802	92928	105990
2803	92965	105961
2804	92994	105924
2805	93024	105887
2806	93054	105851
2807	93086	105816
2808	93117	105781
2809	93148	105745
2810	93179	105709
2811	93212	105676
2812	93243	105641
2813	93276	105607
2814	93310	105574
2815	93342	105540
2816	93371	105502
2817	93402	105467
2818	93434	105432
2819	93463	105395
2820	93493	105358
2821	93524	105322
2822	93556	105287
2823	93586	105251
2824	93615	105214
2825	93646	105178
2826	93674	105139
2827	93703	105102
2828	93736	105068
2829	93764	105029
2830	93794	104993
2831	93824	104956
2832	93857	104923
2833	93886	104885
2834	93917	104849
2835	93951	104817
2836	93981	104780
2837	94009	104741
2838	94039	104705
2839	94070	104670
2840	94102	104635
2841	94132	104599
2842	94166	104566
2843	94213	104548
2844	94247	104517
2845	94279	104482
2846	94309	104446
2847	94340	104410
2848	94374	104377
2849	94410	104348
2850	94446	104318
2851	94475	104281
2852	94506	104245
2853	94541	104213
2854	94568	104174
2855	94597	104136
2856	94626	104099
2857	94660	104066
2858	94694	104035
2859	94725	103999
2860	94756	103964
2861	94788	103929
2862	94822	103897
2863	94855	103864
2864	94887	103829
2865	94920	103796
2866	94953	103763
2867	94985	103728
2868	95015	103692
2869	95046	103656
2870	95076	103620
2871	95108	103586
2872	95144	103556
2873	95177	103522
2874	95211	103490
2875	95242	103455
2876	95274	103421
2877	95307	103387
2878	95341	103356
2879	95371	103319
2880	95402	103283
2881	95431	103246
2882	95461	103209
2883	95492	103174
2884	95524	103139
2885	95558	103108
2886	95588	103071
2887	95624	103041
2888	95652	103002
2889	95687	102971
2890	95719	102937
2891	95749	102900
2892	95779	102864
2893	95809	102827
2894	95838	102790
2895	95867	102753
2896	95897	102716
2897	95927	102680
2898	95958	102644
2899	95990	102610
2900	96030	102584
2901	96060	102548
2902	96089	102510
2903	96118	102473
2904	96149	102437
2905	96184	102407
2906	96214	102370
2907	96242	102331
2908	96274	102297
2909	96307	102264
2910	96336	102227
2911	96366	102190
2912	96402	102161
2913	96440	102132
2914	96469	102095
2915	96503	102063
2916	96533	102027
2917	96568	101996
2918	96601	101963
2919	96638	101933
2920	96674	101903
2921	96704	101867
2922	96737	101834
2923	96768	101799
2924	96797	101761
2925	96826	101724
2926	96858	101689
2927	96886	101650
2928	96919	101618
2929	96954	101587
2930	96986	101552
2931	97021	101521
2932	97049	101482
2933	97081	101448
2934	97111	101412
2935	97141	101376
2936	97172	101341
2937	97206	101308
2938	97239	101275
2939	97270	101240
2940	97302	101207
2941	97335	101173
2942	97374	101146
2943	97407	101113
2944	97440	101079
2945	97468	101041
2946	97504	101011
2947	97542	100984
2948	97576	100951
2949	97618	100927
2950	97663	100906
2951	97693	100870
2952	97726	100837
2953	97759	100803
2954	97792	100771
2955	97828	100740
2956	97856	100702
2957	97890	100669
2958	97920	100634
2959	97955	100602
2960	97985	100566
2961	98018	100533
2962	98051	100500
2963	98082	100464
2964	98121	100437
2965	98153	100403
2966	98185	100369
2967	98216	100334
2968	98247	100299
2969	98284	100270
2970	98320	100239
2971	98350	100203
2972	98380	100167
2973	98411	100131
2974	98442	100096
2975	98474	100063
2976	98507	100029
2977	98538	99994
2978	98573	99963
2979	98601	99924
2980	98633	99890
2981	98666	99857
2982	98708	99833
2983	98744	99802
2984	98774	99767
2985	98804	99731
2986	98835	99695
2987	98863	99657
2988	98903	99631
2989	98936	99598
2990	98968	99564
2991	99000	99529
2992	99036	99499
2993	99068	99465
2994	99102	99433
2995	99135	99400
2996	99169	99368
2997	99204	99336
2998	99238	99304
2999	99269	99269
3000	99301	99235
3001	99331	99198
3002	99367	99168
3003	99398	99133
3004	99429	99098
3005	99461	99064
3006	99492	99029
3007	99525	98995
3008	99557	98961
3009	99591	98930
3010	99626	98898
3011	99656	98862
3012	99691	98831
3013	99725	98798
3014	99755	98763
3015	99788	98729
3016	99820	98695
3017	99851	98660
3018	99886	98628
3019	99917	98594
3020	99951	98561
3021	99982	98526
3022	100015	98493
3023	100047	98458
3024	100084	98430
3025	100136	98416
3026	100169	98382
3027	100199	98346
3028	100232	98313
3029	100263	98278
3030	100292	98241
3031	100323	98206
3032	100359	98175
3033	100393	98142
3034	100426	98110
3035	100457	98075
3036	100494	98046
3037	100525	98010
3038	100556	97975
3039	100589	97942
3040	100622	97909
3041	100653	97874
3042	100687	97841
3043	100725	97813
3044	100756	97778
3045	100787	97743
3046	100819	97708
3047	100851	97674
3048	100881	97638
3049	100909	97601
3050	100941	97566
3051	100971	97531
3052	101006	97499
3053	101038	97465
3054	101070	97431
3055	101101	97396
3056	101131	97360
3057	101160	97323
3058	101191	97287
3059	101220	97251
3060	101253	97218
3061	101284	97183
3062	101316	97148
3063	101345	97111
3064	101375	97075
3065	101406	97040
3066	101438	97006
3067	101468	96970
3068	101502	96938
3069	101534	96904
3070	101563	96867
3071	101594	96832
3072	101627	96798
3073	101656	96762
3074	101686	96726
3075	101722	96696
3076	101754	96661
3077	101784	96626
3078	101817	96592
3079	101849	96558
3080	101880	96523
3081	101909	96486
3082	101944	96455
3083	101976	96421
3084	102010	96388
3085	102040	96353
3086	102072	96319
3087	102108	96288
3088	102139	96254
3089	102170	96218
3090	102199	96182
3091	102235	96151
3092	102271	96121
3093	102301	96085
3094	102333	96051
3095	102363	96015
3096	102391	95977
3097	102421	95941
3098	102452	95906
3099	102482	95870
3100	102510	95833
3101	102547	95803
3102	102583	95772
3103	102623	95746
3104	102656	95713
3105	102689	95680
3106	102718	95643
3107	102757	95616
3108	102795	95587
3109	102824	95550
3110	102854	95514
3111	102885	95480
3112	102918	95446
3113	102950	95412
3114	102985	95381
3115	103016	95346
3116	103052	95316
3117	103084	95282
3118	103117	95248
3119	103150	95216
3120	103188	95187
3121	103224	95156
3122	103263	95129
3123	103304	95103
3124	103337	95070
3125	103366	95033
3126	103396	94998
3127	103426	94961
3128	103457	94926
3129	103488	94892
3130	103519	94857
3131	103548	94819
3132	103578	94784
3133	103607	94747
3134	103642	94716
3135	103671	94679
3136	103703	94645
3137	103735	94611
3138	103771	94580
3139	103803	94547
3140	103837	94514
3141	103874	94485
3142	103909	94454
3143	103946	94424
3144	103977	94389
3145	104007	94354
3146	104045	94324
3147	104080	94294
3148	104108	94256
3149	104140	94222
3150	104175	94191
3151	104209	94158
3152	104242	94125
3153	104274	94091
3154	104309	94060
3155	104342	94027
3156	104375	93993
3157	104405	93958
3158	104436	93923
3159	104465	93886
3160	104496	93851
3161	104527	93816
3162	104556	93780
3163	104586	93744
3164	104621	93712
3165	104651	93677
3166	104681	93641
3167	104711	93605
3168	104739	93568
3169	104769	93532
3170	104799	93496
3171	104826	93458
3172	104859	93424
3173	104891	93391
3174	104923	93357
3175	104950	93319
3176	104979	93282
3177	105009	93246
3178	105040	93211
3179	105072	93177
3180	105104	93143
3181	105136	93109
3182	105168	93075
3183	105201	93042
3184	105232	93007
3185	105264	92973
3186	105295	92939
3187	105328	92905
3188	105360	92871
3189	105391	92837
3190	105423	92803
3191	105459	92772
3192	105491	92738
3193	105524	92705
3194	105557	92672
3195	105594	92642
3196	105625	92608
3197	105657	92574
3198	105687	92538
3199	105722	92507
3200	105755	92473
3201	105790	92442
3202	105822	92408
3203	105851	92371
3204	105880	92335
3205	105917	92305
3206	105953	92275
3207	105986	92243
3208	106021	92211
3209	106056	92179
3210	106092	92149
3211	106121	92113
3212	106152	92077
3213	106186	92045
3214	106218	92011
3215	106250	91977
3216	106280	91942
3217	106313	91909
3218	106345	91875
3219	106378	91842
3220	106416	91813
