iter	Logloss
145	0.2846331167
146	0.2844512688
147	0.2842567817
148	0.2840704036
149	0.2838727194
150	0.2836877887
151	0.2835065957
152	0.2833337635
153	0.2831487669
154	0.2829737936
155	0.2828144977
156	0.2826465309
157	0.2824877755
158	0.2823392101
159	0.2821853822
160	0.2820299712
161	0.2818734828
162	0.2817302169
163	0.2815933896
164	0.2814491839
165	0.281297621
166	0.2811705342
167	0.2810349373
168	0.2808968525
169	0.2807549119
170	0.2806307877
171	0.2805010715
172	0.2803687783
173	0.2802417205
174	0.2801168523
175	0.2799889846
176	0.2798680013
177	0.2797596242
178	0.279657618
179	0.2795381925
180	0.2794293755
181	0.2793176308
182	0.2792135979
183	0.2791090165
184	0.2790037125
185	0.2789022391
186	0.2788011068
187	0.278710736
188	0.2786070518
189	0.278507392
190	0.2784152231
191	0.2783151817
192	0.2782276301
193	0.2781396077
194	0.2780471308
195	0.2779621911
196	0.2778778657
197	0.2777886052
198	0.2777113832
199	0.2776243858
200	0.2775342088
201	0.2774545821
202	0.2773762672
203	0.2773004906
204	0.2772224121
205	0.2771515513
206	0.2770720467
207	0.2769940941
208	0.2769229639
209	0.2768542694
210	0.2767806183
211	0.2767060741
212	0.2766359553
213	0.276562843
214	0.2764910055
215	0.2764220959
216	0.2763546084
217	0.2762899364
218	0.276228938
219	0.2761743455
220	0.2761180885
221	0.2760551874
222	0.2759890989
223	0.2759359131
224	0.2758717622
225	0.2758120505
226	0.2757610619
227	0.2757038962
228	0.275646713
229	0.2755832035
230	0.2755309497
231	0.2754731678
232	0.2754162636
233	0.2753635661
234	0.2753096982
235	0.2752540709
236	0.2752039311
237	0.2751547735
238	0.2751087957
239	0.2750613471
240	0.2750133599
241	0.2749667833
242	0.2749195344
243	0.2748738994
244	0.2748242982
245	0.2747800797
246	0.2747296569
247	0.2746822238
248	0.2746283889
249	0.2745830873
250	0.2745406145
251	0.2745032475
252	0.2744591355
253	0.2744126693
254	0.2743705706
255	0.2743298495
256	0.2742847164
257	0.2742463747
258	0.2742070429
259	0.2741748183
260	0.2741313341
261	0.2740950734
262	0.2740575823
263	0.2740205601
264	0.2739816178
265	0.2739428362
266	0.2739039345
267	0.273863725
268	0.2738277433
269	0.2737958267
270	0.2737613564
271	0.2737284284
272	0.2736909335
273	0.2736573971
274	0.2736276216
275	0.2735989641
276	0.2735622462
277	0.273528828
278	0.2734955958
279	0.2734636075
280	0.2734304897
281	0.2733967886
282	0.2733651588
283	0.2733358174
284	0.2733075242
285	0.273278826
286	0.2732504437
287	0.2732224916
288	0.273196072
289	0.2731662985
290	0.2731413942
291	0.2731137812
292	0.273087445
293	0.2730551583
294	0.2730267663
295	0.2729989498
296	0.2729710267
297	0.2729458744
298	0.2729174146
299	0.27289016
300	0.2728630545
301	0.272838718
302	0.2728128216
303	0.2727897814
304	0.2727666636
305	0.2727424801
306	0.2727187984
307	0.2726918752
308	0.2726679591
309	0.272645998
310	0.2726225295
311	0.2725966991
312	0.2725721726
313	0.2725499868
314	0.272527648
315	0.2725047026
316	0.2724752585
317	0.2724552719
318	0.2724329621
319	0.272413394
320	0.2723912276
321	0.2723695262
322	0.2723507681
323	0.2723318511
324	0.2723114517
325	0.2722912094
326	0.2722735053
327	0.2722507499
328	0.2722331214
329	0.2722125167
330	0.2721913384
331	0.27217346
332	0.272156932
333	0.2721365541
334	0.2721204485
335	0.2720970498
336	0.2720792934
337	0.2720606341
338	0.2720434222
339	0.2720270725
340	0.272009132
341	0.271993385
342	0.2719746307
343	0.27195589
344	0.2719386083
345	0.2719197921
346	0.2719027817
347	0.2718855174
348	0.2718574509
349	0.2718388304
350	0.2718237808
351	0.2718065825
352	0.2717921666
353	0.2717751755
354	0.2717587522
355	0.2717420674
356	0.2717258436
357	0.2717058493
358	0.2716870582
359	0.2716658277
360	0.2716522643
361	0.2716334945
362	0.2716181796
363	0.2716037288
364	0.2715887044
365	0.2715732771
366	0.2715574486
367	0.2715457299
368	0.2715310931
369	0.2715193762
370	0.2715052917
371	0.2714927649
372	0.2714796859
373	0.2714627027
374	0.2714500674
375	0.2714356689
376	0.2714097435
377	0.2713971238
378	0.271383357
379	0.2713699002
380	0.2713595629
381	0.2713467456
382	0.2713375477
383	0.2713269411
384	0.2713127868
385	0.2712964119
386	0.2712825618
387	0.2712701358
388	0.2712565879
389	0.2712435128
390	0.2712291841
391	0.2712161497
392	0.2712035842
393	0.2711873392
394	0.2711760506
395	0.2711638067
396	0.2711523593
397	0.2711379608
398	0.2711273562
399	0.2711163795
400	0.271102169
401	0.2710951238
402	0.2710830659
403	0.2710721106
404	0.2710591324
405	0.2710445537
406	0.2710313643
407	0.271020471
408	0.271010996
409	0.2709954931
410	0.2709854019
411	0.2709759211
412	0.2709659133
413	0.2709486685
414	0.2709371861
415	0.2709271705
416	0.2709172596
417	0.2709077865
418	0.2708948587
419	0.2708867246
420	0.2708677397
421	0.2708563736
422	0.2708470885
423	0.27083673
424	0.2708280494
425	0.2708165884
426	0.2708086209
427	0.2707999113
428	0.2707908451
429	0.2707816181
430	0.2707720288
431	0.2707631042
432	0.270754195
433	0.2707418562
434	0.2707332008
435	0.2707182346
436	0.2707060062
437	0.2706965991
438	0.2706836422
439	0.2706739831
440	0.2706650875
441	0.270655442
442	0.2706478911
443	0.270635436
444	0.2706285478
445	0.2706199757
446	0.2706100764
447	0.2706002604
448	0.2705916826
449	0.2705828935
450	0.270574583
451	0.2705646973
452	0.2705549316
453	0.2705472296
454	0.2705377314
455	0.2705294112
456	0.2705213991
457	0.2705124764
458	0.2705030963
459	0.2704947335
460	0.2704855259
461	0.2704780506
462	0.2704677599
463	0.2704606992
464	0.2704517086
465	0.2704433962
466	0.2704349133
467	0.2704249345
468	0.2704172538
469	0.2704086507
470	0.2704026945
471	0.2703936651
472	0.2703857131
473	0.2703761858
474	0.2703706752
475	0.2703649282
476	0.2703571312
477	0.2703514831
478	0.2703449552
479	0.2703371001
480	0.2703242963
481	0.2703154277
482	0.2703043135
483	0.2702985142
484	0.2702907405
485	0.2702837553
486	0.2702752802
487	0.2702666481
488	0.2702580024
489	0.2702372737
490	0.2702309008
491	0.2702235979
492	0.2702171418
493	0.270203468
494	0.2701971765
495	0.270189116
496	0.2701808753
497	0.2701740451
498	0.2701662191
499	0.2701589181
500	0.2701524833
501	0.2701434481
502	0.270135967
503	0.2701315937
504	0.270113909
505	0.2701042558
506	0.2700972648
507	0.2700912292
508	0.2700853271
509	0.2700796673
510	0.2700715739
511	0.2700630561
512	0.270057001
513	0.2700512889
514	0.2700453443
515	0.2700379949
516	0.2700286071
517	0.2700138889
518	0.2700075122
519	0.2700016412
520	0.2699940825
521	0.269983753
522	0.2699777328
523	0.2699717591
524	0.2699636986
525	0.2699586201
526	0.2699508657
527	0.2699417686
528	0.2699345587
529	0.269928058
530	0.2699169496
531	0.2699100884
532	0.2699036826
533	0.2698979705
534	0.2698911656
535	0.2698863758
536	0.2698804292
537	0.2698695727
538	0.2698627833
539	0.2698565306
540	0.2698431823
541	0.2698391636
542	0.2698249725
543	0.2698169623
544	0.2698113587
545	0.269806226
546	0.2697977663
547	0.2697929455
548	0.2697880336
549	0.2697800816
550	0.2697754739
551	0.2697710213
552	0.2697656638
553	0.2697603973
554	0.2697554893
555	0.2697497927
556	0.2697445281
557	0.2697399205
558	0.2697358224
559	0.2697288954
560	0.2697238789
561	0.2697183974
562	0.2697146325
563	0.2697064131
564	0.2697001023
565	0.2696944968
566	0.2696901836
567	0.2696835782
568	0.2696774573
569	0.2696717859
570	0.2696663082
571	0.2696615203
572	0.2696561105
573	0.2696518555
574	0.2696453276
575	0.2696416403
576	0.2696380848
577	0.2696331496
578	0.2696267419
579	0.2696222273
580	0.2696168349
581	0.2696092859
582	0.2696025798
583	0.2695990262
584	0.2695937674
585	0.269590301
586	0.269583777
587	0.2695761854
588	0.2695719827
589	0.2695681579
590	0.2695641102
591	0.2695583593
592	0.2695528409
593	0.2695481364
594	0.2695441526
595	0.2695392718
596	0.2695295352
597	0.2695257859
598	0.2695174212
599	0.2695131468
600	0.2695090952
601	0.2695033288
602	0.2694992792
603	0.2694944041
604	0.269490091
605	0.2694853322
606	0.2694815054
607	0.2694766594
608	0.2694713367
609	0.2694653165
610	0.2694594591
611	0.2694539252
612	0.2694501042
613	0.2694407106
614	0.2694364866
615	0.2694318596
616	0.2694285521
617	0.269425322
618	0.2694197378
619	0.2694157269
620	0.2694118265
621	0.2694079377
622	0.2694025666
623	0.2693980926
624	0.2693933067
625	0.2693858914
626	0.2693812101
627	0.2693767613
628	0.2693735836
629	0.2693697471
630	0.2693644555
631	0.2693612642
632	0.2693560326
633	0.2693506789
634	0.2693471079
635	0.2693377937
636	0.26933443
637	0.2693279584
638	0.2693237382
639	0.2693181908
640	0.2693142225
641	0.2693107658
642	0.2693054238
643	0.2693017326
644	0.2692980783
645	0.2692937767
646	0.2692893221
647	0.2692850167
648	0.2692822866
649	0.2692789326
650	0.2692753538
651	0.2692720598
652	0.2692693511
653	0.2692658672
654	0.2692611588
655	0.2692574463
656	0.2692539314
657	0.2692439178
658	0.2692390175
659	0.2692358147
660	0.26922987
661	0.2692163648
662	0.2692128364
663	0.2692095366
664	0.269206665
665	0.2692034873
666	0.2691990482
667	0.269195857
668	0.269189769
669	0.2691856186
670	0.2691818053
671	0.2691780909
672	0.269174359
673	0.2691695595
674	0.2691661803
675	0.2691622063
676	0.2691591409
677	0.2691558024
678	0.269151435
679	0.269147211
680	0.2691432795
681	0.2691390245
682	0.2691361065
683	0.2691319309
684	0.2691279181
685	0.2691235894
686	0.2691203613
687	0.2691171003
688	0.2691139555
689	0.2691050115
690	0.2691019113
691	0.269097383
692	0.2690922212
693	0.2690871001
694	0.2690828664
695	0.2690785145
696	0.2690755189
697	0.2690712619
698	0.2690605953
699	0.2690576501
700	0.2690545073
701	0.2690476132
702	0.2690425618
703	0.2690337747
704	0.2690312829
705	0.2690264311
706	0.2690223757
707	0.2690195138
708	0.2690168535
709	0.2690132727
710	0.2690100214
711	0.2690054738
712	0.2690022961
713	0.2689994303
714	0.2689950009
715	0.2689894884
716	0.2689847877
717	0.2689814899
718	0.2689773957
719	0.2689728694
720	0.2689697188
721	0.2689654793
722	0.2689627763
723	0.2689599202
724	0.2689562795
725	0.2689528344
726	0.2689493428
727	0.2689453609
728	0.2689424894
729	0.2689395519
730	0.2689358588
731	0.2689227837
732	0.2689181412
733	0.2689134851
734	0.2689110592
735	0.268907525
736	0.2689027507
737	0.2688994276
738	0.2688959922
739	0.2688928165
740	0.2688858197
741	0.2688815046
742	0.26887792
743	0.2688748469
744	0.2688715162
745	0.2688664764
746	0.2688629635
747	0.268860183
748	0.2688553467
749	0.2688526766
750	0.2688494234
751	0.2688458794
752	0.2688374547
753	0.2688338294
754	0.2688306245
755	0.2688273655
756	0.2688245733
757	0.2688205256
758	0.2688172394
759	0.2688095878
760	0.2688065399
761	0.2688031955
762	0.2687995276
763	0.2687964817
764	0.2687934493
765	0.2687911144
766	0.2687877197
767	0.2687780142
768	0.2687744644
769	0.2687713797
770	0.2687675277
771	0.2687629821
772	0.2687596784
773	0.2687569948
774	0.2687526139
775	0.2687490273
776	0.2687452044
777	0.2687422999
778	0.2687391803
779	0.2687339584
780	0.2687305869
781	0.2687266478
782	0.2687239002
783	0.268721017
784	0.2687138517
785	0.2687080504
786	0.2687039388
787	0.2687004085
788	0.2686977946
789	0.26869483
790	0.2686924526
791	0.2686903231
792	0.2686874264
793	0.2686841867
794	0.268681319
795	0.2686795519
796	0.268676533
797	0.2686729698
798	0.268670662
799	0.2686676297
800	0.2686597862
801	0.2686570095
802	0.2686530161
803	0.2686448975
804	0.268640811
805	0.2686371973
806	0.2686342444
807	0.2686311849
808	0.2686284083
809	0.2686190321
810	0.2686164028
811	0.2686129867
812	0.2686082589
813	0.2686055424
814	0.268599185
815	0.2685953311
816	0.2685923685
817	0.2685890183
818	0.2685805373
819	0.2685718083
820	0.2685680261
821	0.268560824
822	0.2685572955
823	0.2685544046
824	0.2685465669
825	0.2685437671
826	0.2685364118
827	0.268528828
828	0.2685257781
829	0.2685184675
830	0.2685098858
831	0.2685070123
832	0.2685030266
833	0.2684956868
834	0.2684925285
835	0.2684844409
836	0.2684808156
837	0.2684776282
838	0.2684741657
839	0.268466049
840	0.2684632781
841	0.26845564
842	0.2684526774
843	0.2684475815
844	0.2684454462
845	0.2684419507
846	0.2684386529
847	0.2684351458
848	0.2684309063
849	0.2684286334
850	0.2684247834
851	0.268422433
852	0.268419327
853	0.2684136866
854	0.2684099857
855	0.2684075656
856	0.2683994412
857	0.2683959418
858	0.2683927893
859	0.2683865134
860	0.2683838453
861	0.268378199
862	0.268373386
863	0.2683700804
864	0.2683655211
865	0.2683633239
866	0.2683612216
867	0.2683572397
868	0.2683542364
869	0.2683509812
870	0.2683483325
871	0.2683458639
872	0.268341574
873	0.268338034
874	0.2683357127
875	0.2683330776
876	0.2683291849
877	0.268325765
878	0.2683222947
879	0.2683180339
880	0.2683154433
881	0.2683097273
882	0.2683000159
883	0.2682976055
884	0.2682938639
885	0.2682912288
886	0.268286902
887	0.2682814922
888	0.2682749275
889	0.268272366
890	0.2682696746
891	0.2682654022
892	0.2682624919
893	0.2682573378
894	0.2682542977
895	0.2682515055
896	0.2682481438
897	0.2682447917
898	0.2682291783
899	0.2682266865
900	0.2682243749
901	0.2682175293
902	0.2682137432
903	0.2682113231
904	0.268207473
905	0.2682047797
906	0.2682004511
907	0.2681956148
908	0.2681924429
909	0.2681878643
910	0.2681849462
911	0.2681819758
912	0.2681783254
913	0.2681706524
914	0.2681657521
915	0.2681620919
916	0.268157771
917	0.2681554594
918	0.2681460058
919	0.2681392241
920	0.2681290864
921	0.2681255135
922	0.2681220354
923	0.2681200164
924	0.2681161644
925	0.268112698
926	0.2681089022
927	0.2681047344
928	0.2681000763
929	0.2680914055
930	0.2680807679
931	0.2680777239
932	0.2680716262
933	0.2680680552
934	0.2680644008
935	0.268062004
936	0.2680580842
937	0.2680559663
938	0.2680522868
939	0.2680505022
940	0.2680463557
941	0.2680437729
942	0.2680408645
943	0.2680363208
944	0.268033734
945	0.2680287214
946	0.2680228058
947	0.2680124473
948	0.2680098606
949	0.2680045902
950	0.2680001996
951	0.2679966247
952	0.2679932609
953	0.2679905095
954	0.2679879964
955	0.2679849582
956	0.2679812826
957	0.2679716061
958	0.2679675894
959	0.2679654018
960	0.2679627744
961	0.2679562194
962	0.2679536792
963	0.2679472094
964	0.2679439097
965	0.26794067
966	0.2679375504
967	0.2679316135
968	0.2679280851
969	0.267925508
970	0.2679201253
971	0.2679156397
972	0.2679090266
973	0.2679054381
974	0.2679034172
975	0.2678997861
976	0.267896246
977	0.2678924425
978	0.2678892551
979	0.2678865424
980	0.2678814019
981	0.267878292
982	0.2678758196
983	0.2678730721
984	0.2678675169
985	0.267864562
986	0.2678610472
987	0.2678574083
988	0.2678548255
989	0.2678520488
990	0.2678488363
991	0.2678437267
992	0.2678397779
993	0.2678373268
994	0.2678332248
995	0.2678292624
996	0.2678266815
997	0.2678231317
998	0.2678206051
999	0.2678181986
1000	0.2678143291
1001	0.2678112929
1002	0.2678087565
1003	0.267805947
1004	0.2678030425
1005	0.2678001651
1006	0.2677927886
1007	0.2677895643
1008	0.2677855108
1009	0.2677831973
1010	0.2677800293
1011	0.2677774561
1012	0.2677725191
1013	0.2677682776
1014	0.2677638928
1015	0.2677614359
1016	0.2677578106
1017	0.2677494148
1018	0.2677465491
1019	0.2677437105
1020	0.2677390757
1021	0.2677364638
1022	0.267734282
1023	0.2677314201
1024	0.2677288353
1025	0.2677257487
1026	0.2677207768
1027	0.267718097
1028	0.2677144756
1029	0.2677101508
1030	0.2677057834
1031	0.2677029274
1032	0.2676995288
1033	0.2676969847
1034	0.2676937198
1035	0.267689891
1036	0.2676817937
1037	0.2676754596
1038	0.2676693367
1039	0.2676664148
1040	0.267662433
1041	0.267657585
1042	0.2676510572
1043	0.2676474512
1044	0.2676418709
1045	0.267639352
1046	0.2676347172
1047	0.2676321285
1048	0.2676260424
1049	0.2676233491
1050	0.2676201075
1051	0.2676167438
1052	0.2676138102
1053	0.2676107042
1054	0.2676080245
1055	0.2676045833
1056	0.2675987181
1057	0.2675962321
1058	0.2675914035
1059	0.2675885455
1060	0.2675828838
1061	0.2675792469
1062	0.2675761273
1063	0.2675734108
1064	0.2675691771
1065	0.2675646314
1066	0.267560231
1067	0.2675580183
1068	0.2675552862
1069	0.2675503588
1070	0.2675454818
1071	0.2675423584
1072	0.2675387195
1073	0.2675360243
1074	0.2675335655
1075	0.2675310814
1076	0.267529076
1077	0.2675258595
1078	0.2675228833
1079	0.2675193801
1080	0.2675145128
1081	0.2675091436
1082	0.2675062081
1083	0.2675031796
1084	0.2674999903
1085	0.2674964638
1086	0.2674911315
1087	0.2674876147
1088	0.2674851074
1089	0.2674815964
1090	0.2674764075
1091	0.2674736696
1092	0.2674698118
1093	0.2674656769
1094	0.2674634738
1095	0.267460674
1096	0.2674579342
1097	0.2674550762
1098	0.267452534
1099	0.2674505208
1100	0.267447626
1101	0.2674447467
1102	0.267442658
1103	0.2674393504
1104	0.2674362851
1105	0.2674314275
1106	0.2674288485
1107	0.2674243823
1108	0.2674217936
1109	0.2674190654
1110	0.2674154033
1111	0.2674131421
1112	0.2674105632
1113	0.2674067131
1114	0.2674027235
1115	0.2674001852
1116	0.267397678
1117	0.2673950137
1118	0.2673925898
1119	0.2673898286
1120	0.2673871334
1121	0.2673847734
1122	0.2673804157
1123	0.2673770268
1124	0.2673741959
1125	0.2673718107
1126	0.2673688577
1127	0.2673665888
1128	0.267364376
1129	0.2673615064
1130	0.2673593808
1131	0.2673566294
1132	0.2673536319
1133	0.2673475826
1134	0.2673450618
1135	0.2673404289
1136	0.2673369916
1137	0.2673320506
1138	0.2673301595
1139	0.2673275146
1140	0.267324118
1141	0.2673212309
1142	0.2673191189
1143	0.2673161834
1144	0.2673125659
1145	0.2673084601
1146	0.2673037323
1147	0.2672993397
1148	0.2672964177
1149	0.2672938523
1150	0.2672914322
1151	0.2672886227
1152	0.2672859739
1153	0.2672835073
1154	0.2672806862
1155	0.2672781207
1156	0.2672751523
1157	0.2672723912
1158	0.2672689635
1159	0.2672664194
1160	0.2672625132
1161	0.2672601144
1162	0.2672575315
1163	0.2672544023
1164	0.2672501046
1165	0.2672479229
1166	0.2672443189
1167	0.2672414299
1168	0.2672385583
1169	0.267235681
1170	0.2672331911
1171	0.2672301917
1172	0.2672270198
1173	0.2672236348
1174	0.2672209918
1175	0.2672181745
1176	0.267214371
1177	0.2672129274
1178	0.2672102283
1179	0.2672070351
1180	0.2672051111
1181	0.267202658
1182	0.267200455
1183	0.2671971881
1184	0.2671948785
1185	0.2671925262
1186	0.2671898697
1187	0.2671875039
1188	0.2671851458
1189	0.2671827935
1190	0.2671799142
1191	0.2671777731
1192	0.2671748938
1193	0.2671725803
1194	0.2671706214
1195	0.2671672383
1196	0.2671639617
1197	0.2671618187
1198	0.2671588425
1199	0.2671550196
1200	0.2671498462
1201	0.2671470288
1202	0.2671445933
1203	0.2671419833
1204	0.267139071
1205	0.2671357112
1206	0.2671334422
1207	0.2671296658
1208	0.2671276778
1209	0.2671250407
1210	0.2671221653
1211	0.2671191348
1212	0.2671168794
1213	0.2671140505
1214	0.267111704
1215	0.2671097606
1216	0.2671069433
1217	0.2671046026
1218	0.2671010858
1219	0.2670984022
1220	0.2670951005
1221	0.2670922387
1222	0.2670884428
1223	0.2670852826
1224	0.2670821107
1225	0.2670794116
1226	0.2670772163
1227	0.2670704927
1228	0.2670676773
1229	0.2670646508
1230	0.2670616416
1231	0.2670585143
1232	0.2670548367
1233	0.2670526666
1234	0.2670499113
1235	0.2670476365
1236	0.2670430598
1237	0.2670407831
1238	0.2670380627
1239	0.2670353113
1240	0.2670329125
1241	0.2670308121
1242	0.2670276576
1243	0.2670249198
1244	0.2670216355
1245	0.2670194305
1246	0.2670169484
1247	0.2670143733
1248	0.2670113177
1249	0.26700845
1250	0.2670060357
1251	0.2670031855
1252	0.2669993896
1253	0.2669966828
1254	0.266993848
1255	0.2669910947
1256	0.2669882851
1257	0.2669852915
1258	0.2669825769
1259	0.2669807458
1260	0.2669780874
1261	0.26697546
1262	0.2669731794
1263	0.2669710751
1264	0.2669684458
1265	0.2669659618
1266	0.2669639137
1267	0.2669620129
1268	0.2669591142
1269	0.2669568472
1270	0.2669538594
1271	0.2669511331
1272	0.2669486375
1273	0.266945919
1274	0.2669431734
1275	0.2669405808
1276	0.2669385366
1277	0.2669357484
1278	0.2669332082
1279	0.266930418
1280	0.2669285598
1281	0.266926256
1282	0.2669235627
1283	0.2669210748
1284	0.2669186547
1285	0.2669161532
1286	0.2669136575
1287	0.2669107027
1288	0.2669087127
1289	0.2669061841
1290	0.2669035257
1291	0.2669012006
1292	0.2668989122
1293	0.2668961085
1294	0.2668939519
1295	0.2668913535
1296	0.2668892822
1297	0.2668869571
1298	0.2668850369
1299	0.2668819096
1300	0.2668797278
1301	0.2668769182
1302	0.2668740099
1303	0.266870278
1304	0.2668676913
1305	0.2668646763
1306	0.2668620644
1307	0.266860307
1308	0.2668581427
1309	0.2668553893
1310	0.2668531746
1311	0.2668506092
1312	0.2668485166
1313	0.2668461081
1314	0.2668434535
1315	0.2668409753
1316	0.2668381929
1317	0.2668358697
1318	0.2668332694
1319	0.2668304308
1320	0.2668281948
1321	0.2668263482
1322	0.2668235968
1323	0.2668210759
1324	0.2668183148
1325	0.2668164779
1326	0.2668142245
1327	0.2668115622
1328	0.2668090317
1329	0.26680635
1330	0.2668046487
1331	0.2668023217
1332	0.2668002852
1333	0.2667970242
1334	0.2667940422
1335	0.2667898918
1336	0.2667877565
1337	0.2667853655
1338	0.266782742
1339	0.2667809419
1340	0.2667782234
1341	0.2667757142
1342	0.2667715968
1343	0.266768948
1344	0.2667664582
1345	0.2667647647
1346	0.2667621315
1347	0.2667603023
1348	0.2667573262
1349	0.2667542182
1350	0.2667521508
1351	0.2667498663
1352	0.2667476303
1353	0.2667456055
1354	0.2667429238
1355	0.2667403739
1356	0.2667384963
1357	0.2667365355
1358	0.2667343266
1359	0.2667328075
1360	0.2667298816
1361	0.2667281397
1362	0.2667253147
1363	0.2667227841
1364	0.2667203292
1365	0.2667180505
1366	0.2667156401
1367	0.2667143109
1368	0.2667120768
1369	0.2667093506
1370	0.2667066902
1371	0.2667041306
1372	0.2667023461
1373	0.2667003077
1374	0.2666980116
1375	0.2666956477
1376	0.2666935861
1377	0.266691912
1378	0.2666899046
1379	0.2666874884
1380	0.2666846071
1381	0.2666816678
1382	0.2666794724
1383	0.2666780056
1384	0.2666753802
1385	0.266672435
1386	0.2666707841
1387	0.2666682768
1388	0.2666659536
1389	0.266663611
1390	0.2666613498
1391	0.2666582574
1392	0.2666563682
1393	0.2666528747
1394	0.2666505669
1395	0.2666481565
1396	0.2666446688
1397	0.2666423437
1398	0.2666402801
1399	0.2666376604
1400	0.2666349943
1401	0.2666326381
1402	0.2666299003
1403	0.2666275964
1404	0.2666248818
1405	0.2666210434
1406	0.2666186737
1407	0.2666160327
1408	0.2666142268
1409	0.266612016
1410	0.2666103496
1411	0.2666079954
1412	0.2666056819
1413	0.2666033412
1414	0.266601359
1415	0.2665989545
1416	0.2665964336
1417	0.2665940775
1418	0.266591886
1419	0.2665900898
1420	0.2665878073
1421	0.2665854841
1422	0.2665836375
1423	0.2665808377
1424	0.2665783827
1425	0.2665762998
1426	0.2665741567
1427	0.2665724148
1428	0.2665706981
1429	0.2665686055
1430	0.2665664295
1431	0.2665645171
1432	0.2665625213
1433	0.2665595354
1434	0.2665571405
1435	0.2665550556
1436	0.2665534339
1437	0.266551192
1438	0.2665486014
1439	0.2665461755
1440	0.2665440248
1441	0.2665406378
1442	0.2665386866
1443	0.2665362316
1444	0.2665338232
1445	0.2665314941
1446	0.2665290392
1447	0.2665271461
1448	0.2665246078
1449	0.26652162
1450	0.2665190391
1451	0.2665166345
1452	0.2665143074
1453	0.266511961
1454	0.2665098644
1455	0.2665079714
1456	0.2665058012
1457	0.2665035148
1458	0.2665013215
1459	0.2664990777
1460	0.2664972505
1461	0.2664947665
1462	0.2664926952
1463	0.2664907459
1464	0.266488818
1465	0.2664856829
1466	0.266483848
1467	0.2664816449
1468	0.2664792713
1469	0.266477231
1470	0.2664747818
1471	0.2664725691
1472	0.2664705888
1473	0.2664684923
1474	0.2664663318
1475	0.2664643671
1476	0.2664623268
1477	0.2664593254
1478	0.2664561768
1479	0.2664543263
1480	0.2664523635
1481	0.2664497903
1482	0.2664475621
1483	0.2664460004
1484	0.2664436248
1485	0.2664417783
1486	0.2664400267
1487	0.2664379476
1488	0.2664354461
1489	0.2664328536
1490	0.2664303327
1491	0.2664283815
1492	0.2664264691
1493	0.2664248434
1494	0.2664226772
1495	0.266420476
1496	0.2664173642
1497	0.2664150488
1498	0.2664126674
1499	0.2664105845
1500	0.2664083872
1501	0.2664065019
1502	0.2664041845
1503	0.2664016152
1504	0.2663991428
1505	0.2663962325
1506	0.2663931672
1507	0.2663914756
1508	0.2663894334
1509	0.2663876101
1510	0.2663853895
1511	0.2663832291
1512	0.2663813632
